order_id,return_date,return_quantity,reason_returned,product_id
US-2018-143037,26/08/2018 00:00,1,Not Needed,FUR-CH-10003706
MX-2019-4530358,13/06/2019 00:00,1,Wrong Color,OFF-ST-10004368
IN-2019-2169,05/06/2019 00:00,1,Not Given,OFF-FA-10002011
TU-2017-3546385,15/07/2017 00:00,1,Not Given,TEC-APP-10004912
US-2018-1231557,06/02/2018 00:00,1,Wrong Item,FUR-BO-10001524
NI-2018-726091,03/06/2018 00:00,1,Not Given,OFF-SAN-10004881
MX-2018-598245,07/08/2018 00:00,1,Not Given,OFF-FA-10000467
US-2018-2406695,17/03/2018 00:00,1,Not Given,OFF-FA-10000053
US-2018-1504093,12/09/2018 00:00,1,Not Given,OFF-PA-10003224
US-2018-2036753,18/07/2018 00:00,1,Not Needed,FUR-CH-10003706
ES-2018-594173,20/08/2018 00:00,1,Not Needed,FUR-CH-10002647
MX-2017-150770,07/07/2017 00:00,1,Not Given,OFF-PA-10003911
CA-2016-142951,02/11/2016 00:00,1,Wrong Color,TEC-AC-10002331
IN-2019-4314408,24/06/2019 00:00,1,Not Needed,TEC-AC-10000596
CA-2019-4461677,10/01/2020 00:00,1,Not Needed,OFF-BI-10003527
IT-2016-3127160,23/06/2016 00:00,1,Wrong Item,OFF-ST-10000922
EG-2018-800539,05/09/2018 00:00,1,Wrong Color,OFF-ELD-10002578
CA-2018-4893227,13/05/2018 00:00,1,Wrong Item,FUR-FU-10001940
US-2019-5392466,25/01/2019 00:00,1,Not Given,OFF-AR-10004752
IZ-2019-4298494,28/04/2019 00:00,1,Wrong Item,OFF-STO-10001173
ES-2019-3568706,22/09/2019 00:00,1,Not Needed,OFF-AR-10000219
IN-2019-1672084,23/01/2019 00:00,1,Not Given,OFF-SU-10004401
CA-2017-4029250,18/10/2017 00:00,1,Not Needed,TEC-AC-10000710
IT-2018-1182500,25/01/2018 00:00,1,Wrong Color,FUR-BO-10000155
IN-2019-16404,05/12/2019 00:00,1,Wrong Item,TEC-PH-10000730
IN-2018-2699913,17/07/2018 00:00,1,Not Given,OFF-EN-10004526
ES-2019-2895113,26/04/2019 00:00,1,Not Given,OFF-SU-10004524
ES-2017-4390538,27/04/2017 00:00,1,Not Needed,OFF-AR-10003113
US-2018-5230379,26/08/2018 00:00,1,Not Given,TEC-CO-10000135
NI-2019-2037508,26/12/2019 00:00,1,Not Given,OFF-CAR-10003030
MX-2019-4095502,07/01/2020 00:00,1,Not Given,OFF-SU-10004659
ES-2020-3628414,08/01/2020 00:00,1,Wrong Item,FUR-CH-10003062
ES-2019-1923060,13/12/2019 00:00,1,Not Given,FUR-BO-10004947
MX-2019-264319,21/08/2019 00:00,1,Not Given,OFF-LA-10001800
ES-2019-5389156,23/02/2019 00:00,1,Wrong Item,OFF-AR-10002640
MX-2018-2200625,30/08/2018 00:00,1,Wrong Item,TEC-AC-10001246
IT-2018-3379458,17/09/2018 00:00,1,Not Given,OFF-BI-10000042
IN-2017-4030005,25/02/2017 00:00,1,Wrong Item,OFF-PA-10002862
US-2017-3415511,09/11/2017 00:00,1,Wrong Item,OFF-ST-10000943
US-2018-4106975,03/11/2018 00:00,1,Wrong Color,FUR-CH-10000777
ID-2018-4966335,13/12/2018 00:00,1,Wrong Item,TEC-PH-10000688
IN-2018-5370285,12/06/2018 00:00,1,Wrong Item,FUR-FU-10001477
CA-2019-2554078,02/07/2019 00:00,1,Wrong Item,OFF-PA-10003790
IN-2019-3621139,13/10/2019 00:00,1,Wrong Item,TEC-MA-10000572
ES-2019-2364215,24/08/2019 00:00,1,Wrong Color,OFF-ST-10004473
IN-2019-1843374,07/01/2020 00:00,1,Not Given,OFF-SU-10002649
MX-2017-4498025,29/10/2017 00:00,1,Not Given,OFF-AR-10001694
ID-2018-570796,13/01/2019 00:00,1,Wrong Item,FUR-CH-10001382
CA-2017-4031094,15/11/2017 00:00,1,Not Needed,TEC-AC-10000710
MX-2018-144547,06/10/2018 00:00,1,Not Given,OFF-SU-10002816
IT-2017-3027311,10/04/2017 00:00,1,Wrong Color,OFF-FA-10003818
ES-2017-1879708,11/11/2017 00:00,1,Not Given,OFF-ST-10000632
ES-2019-1655979,23/07/2019 00:00,1,Wrong Item,FUR-TA-10002951
ES-2019-3146847,27/06/2019 00:00,1,Not Needed,OFF-BI-10002225
CA-2019-4315399,19/10/2019 00:00,2,Not Given,OFF-BI-10001308
CA-2019-157428,18/04/2019 00:00,1,Wrong Item,OFF-PA-10004911
SI-2019-4129999,03/09/2019 00:00,1,Wrong Item,FUR-SAF-10004530
CA-2019-2513137,19/11/2019 00:00,2,Not Given,OFF-EN-10002592
IT-2019-3457225,08/12/2019 00:00,1,Wrong Item,OFF-ST-10000922
ES-2018-2473661,08/07/2018 00:00,1,Wrong Color,OFF-EN-10003361
ID-2019-314131,13/12/2019 00:00,1,Not Given,FUR-FU-10002933
ID-2019-3150167,23/03/2019 00:00,1,Not Given,TEC-PH-10002570
IT-2017-2341045,30/11/2017 00:00,1,Wrong Item,TEC-MA-10004955
US-2018-3542958,08/04/2018 00:00,1,Not Needed,OFF-ST-10000563
ID-2019-3060797,07/12/2019 00:00,1,Wrong Color,OFF-EN-10004462
IN-2019-4051861,18/11/2019 00:00,1,Not Needed,OFF-AP-10003795
AO-2018-5666723,17/11/2018 00:00,1,Not Needed,OFF-HON-10000934
ES-2019-4885621,21/03/2019 00:00,1,Not Given,OFF-AR-10002681
ES-2018-453458,28/04/2018 00:00,1,Not Needed,OFF-EN-10000648
ES-2019-3166746,11/12/2019 00:00,1,Wrong Item,OFF-ST-10001999
CA-2019-1722355,06/10/2019 00:00,1,Wrong Color,OFF-BI-10001191
IN-2017-1661443,16/05/2017 00:00,1,Not Needed,TEC-PH-10001640
MX-2019-4809886,17/12/2019 00:00,2,Not Needed,OFF-ST-10000990
ID-2017-2681092,23/07/2017 00:00,1,Wrong Color,TEC-AC-10003951
MX-2019-2255799,14/10/2019 00:00,1,Wrong Item,OFF-PA-10000752
IN-2020-4679429,23/01/2020 00:00,1,Not Given,FUR-CH-10003965
SA-2018-5883155,25/09/2018 00:00,1,Wrong Color,OFF-STO-10000923
MX-2019-194813,24/08/2019 00:00,1,Wrong Color,TEC-CO-10001234
ES-2019-2258364,09/11/2019 00:00,1,Wrong Item,OFF-AR-10003651
CA-2019-5276844,25/01/2019 00:00,1,Not Given,OFF-ROG-10002294
MX-2019-2063411,30/10/2019 00:00,1,Wrong Item,OFF-AR-10002055
IN-2019-1923621,17/04/2019 00:00,1,Not Given,TEC-CO-10002674
US-2018-3866395,24/08/2018 00:00,1,Not Needed,FUR-FU-10004164
US-2016-3930808,17/01/2017 00:00,1,Not Given,FUR-CH-10004725
MX-2017-2410330,26/07/2017 00:00,2,Wrong Color,OFF-AR-10000390
SF-2018-1320,12/03/2018 00:00,2,Not Given,FUR-OFF-10002511
ID-2019-1833093,06/07/2019 00:00,1,Not Given,FUR-FU-10001130
CA-2017-1008616,21/05/2017 00:00,1,Wrong Color,OFF-FA-10003472
MX-2017-4021424,25/09/2017 00:00,1,Wrong Item,OFF-EN-10004788
EG-2018-5849204,06/07/2018 00:00,1,Wrong Color,FUR-ELD-10004727
CA-2019-407960,25/05/2019 00:00,1,Wrong Item,FUR-FU-10003664
IN-2019-493339,02/01/2020 00:00,1,Not Given,TEC-AC-10002914
ES-2018-340757,12/01/2019 00:00,1,Wrong Item,OFF-ST-10000127
CA-2019-3663988,09/10/2019 00:00,1,Wrong Color,TEC-AC-10002842
CA-2019-1229181,03/12/2019 00:00,1,Not Given,TEC-AC-10004510
ID-2019-4129053,21/12/2019 00:00,1,Not Given,OFF-EN-10001454
BU-2018-1469212,08/09/2018 00:00,1,Not Given,OFF-AVE-10003549
EZ-2019-4666681,09/01/2019 00:00,1,Not Needed,OFF-SAN-10003041
IN-2019-4174908,24/08/2019 00:00,1,Not Given,FUR-FU-10002665
IN-2019-1449432,04/03/2019 00:00,1,Wrong Item,OFF-SU-10003592
ID-2016-1976877,18/12/2016 00:00,1,Not Needed,FUR-CH-10004312
US-2019-1874994,06/09/2019 00:00,1,Wrong Item,OFF-BI-10002429
IN-2019-5574130,13/06/2019 00:00,1,Not Given,OFF-SU-10003085
IN-2019-5435066,13/07/2019 00:00,1,Not Given,TEC-PH-10003491
KZ-2019-2645527,25/08/2019 00:00,1,Wrong Item,OFF-BIN-10003023
ES-2019-2146554,04/05/2019 00:00,1,Wrong Item,FUR-BO-10003903
ES-2019-4430002,27/10/2019 00:00,1,Wrong Item,TEC-AC-10002738
TU-2019-4626667,30/05/2019 00:00,1,Not Given,FUR-RUB-10000958
MX-2019-2432482,20/09/2019 00:00,1,Wrong Item,OFF-AR-10000468
IN-2019-1510290,20/12/2019 00:00,1,Wrong Item,TEC-AC-10000398
ID-2019-910914,22/06/2019 00:00,1,Wrong Color,TEC-AC-10003408
ID-2019-720345,25/05/2019 00:00,1,Not Given,OFF-BI-10002684
ID-2019-1330768,01/09/2019 00:00,1,Not Given,OFF-AR-10003446
ID-2018-1702062,21/11/2018 00:00,1,Wrong Item,TEC-PH-10000688
US-2019-3534465,15/11/2019 00:00,1,Wrong Item,FUR-CH-10002727
IN-2019-1714525,01/12/2019 00:00,1,Wrong Color,FUR-CH-10002209
IR-2018-5942051,07/09/2018 00:00,1,Not Needed,OFF-CAM-10000497
CA-2019-2247537,27/09/2019 00:00,1,Not Given,OFF-SU-10002881
UP-2018-1563790,19/09/2018 00:00,1,Wrong Item,FUR-OFF-10003703
IN-2019-2890850,10/08/2019 00:00,1,Wrong Color,OFF-FA-10002790
US-2019-5693709,23/02/2019 00:00,1,Wrong Item,OFF-PA-10001804
IN-2019-3509864,22/09/2019 00:00,1,Not Needed,OFF-BI-10004651
ID-2019-3087240,08/02/2019 00:00,1,Wrong Item,TEC-CO-10000601
US-2018-4357280,03/12/2018 00:00,1,Wrong Item,OFF-FA-10003495
CA-2019-886623,16/09/2019 00:00,1,Not Given,TEC-PH-10002415
US-2018-3999206,15/04/2018 00:00,1,Wrong Item,OFF-AR-10001221
IN-2019-4749871,21/06/2019 00:00,1,Not Needed,TEC-AC-10000258
ES-2019-3125517,10/09/2019 00:00,1,Wrong Color,OFF-AR-10001110
ID-2018-4057864,14/06/2018 00:00,1,Wrong Item,OFF-AR-10003446
TU-2017-4217743,13/11/2017 00:00,1,Wrong Color,FUR-ADV-10000183
MX-2017-3208608,10/06/2017 00:00,1,Wrong Item,OFF-BI-10003400
CA-2019-5281706,25/02/2019 00:00,1,Not Given,TEC-AC-10004001
ES-2019-1768742,25/08/2019 00:00,1,Wrong Item,TEC-PH-10002035
CA-2018-290818,17/03/2018 00:00,1,Not Needed,FUR-FU-10001861
IN-2019-2125012,14/09/2019 00:00,1,Not Needed,OFF-LA-10000219
CA-2018-947321,17/07/2018 00:00,1,Wrong Item,TEC-PH-10003437
IN-2018-5818179,13/12/2018 00:00,1,Not Given,OFF-SU-10004401
ES-2019-2335622,19/09/2019 00:00,1,Not Given,TEC-PH-10000493
MX-2017-5487625,15/12/2017 00:00,1,Not Given,FUR-FU-10000251
ID-2017-3874704,06/12/2017 00:00,1,Wrong Item,OFF-ST-10002714
ES-2016-2401867,17/11/2016 00:00,1,Wrong Item,OFF-BI-10001384
IN-2019-5502908,23/07/2019 00:00,1,Not Given,FUR-CH-10003512
IN-2019-3933038,25/02/2019 00:00,1,Not Needed,FUR-CH-10004339
US-2019-5444802,17/10/2019 00:00,1,Wrong Color,OFF-FA-10001843
MX-2019-96583,15/09/2019 00:00,1,Wrong Item,OFF-EN-10001751
ES-2018-606789,10/05/2018 00:00,1,Not Given,OFF-AR-10001216
ES-2018-5902018,09/03/2018 00:00,1,Wrong Item,OFF-PA-10001686
TU-2019-4493347,27/06/2019 00:00,1,Not Needed,OFF-BOS-10001386
US-2019-5433425,03/05/2019 00:00,1,Not Given,OFF-ST-10001374
TU-2017-5562174,04/03/2017 00:00,1,Wrong Color,FUR-OFF-10001132
MX-2017-2973215,16/11/2017 00:00,1,Not Given,OFF-ST-10002930
MX-2018-1029779,05/12/2018 00:00,1,Not Needed,OFF-ST-10001326
ES-2017-4279668,26/09/2017 00:00,1,Not Given,OFF-BI-10002570
MZ-2018-3633059,14/07/2018 00:00,1,Not Given,TEC-OKI-10003050
CA-2017-1830165,14/11/2017 00:00,1,Wrong Color,TEC-AC-10004145
MX-2019-5708681,20/10/2019 00:00,1,Not Needed,TEC-PH-10002574
MX-2019-1055641,30/10/2019 00:00,1,Wrong Item,OFF-ST-10002423
ES-2019-905731,20/11/2019 00:00,1,Wrong Color,OFF-EN-10003547
ES-2017-1523784,24/09/2017 00:00,2,Not Given,OFF-BI-10003708
IN-2018-5610036,24/05/2018 00:00,1,Wrong Color,OFF-AP-10003500
US-2018-5763479,29/03/2018 00:00,1,Not Needed,FUR-BO-10004098
TU-2019-2351911,25/12/2019 00:00,1,Wrong Item,FUR-ADV-10004395
IN-2019-2868917,15/12/2019 00:00,1,Not Given,TEC-AC-10004487
MX-2019-673455,12/10/2019 00:00,1,Not Needed,FUR-FU-10002387
MX-2017-3524571,23/11/2017 00:00,1,Not Given,OFF-AR-10001694
MX-2019-5213793,11/08/2019 00:00,1,Wrong Color,FUR-BO-10002471
US-2019-4948113,11/07/2019 00:00,1,Wrong Color,OFF-ST-10002781
IN-2018-5728145,09/05/2018 00:00,1,Wrong Item,FUR-FU-10003658
US-2017-1031150,26/10/2017 00:00,1,Wrong Color,FUR-FU-10003026
MX-2018-3928470,26/01/2018 00:00,3,Not Given,OFF-ST-10003459
US-2019-1388724,17/10/2019 00:00,1,Wrong Item,OFF-LA-10003285
IT-2019-4257986,22/08/2019 00:00,1,Wrong Item,FUR-BO-10002812
MX-2018-4173128,03/11/2018 00:00,1,Not Given,TEC-PH-10003157
CA-2018-5058083,24/12/2018 00:00,2,Not Given,OFF-ST-10003805
IN-2019-4453243,24/11/2019 00:00,1,Not Given,FUR-CH-10003965
CA-2019-4623352,17/08/2019 00:00,1,Wrong Item,FUR-CH-10002024
IT-2019-1547211,29/11/2019 00:00,1,Wrong Item,OFF-ST-10000922
LY-2016-3055478,14/11/2016 00:00,1,Not Given,OFF-WIL-10003308
ES-2019-1795449,11/10/2019 00:00,1,Wrong Color,OFF-FA-10001530
ES-2019-3676553,08/07/2019 00:00,1,Not Needed,OFF-BI-10002225
MX-2017-2031623,08/12/2017 00:00,1,Not Given,FUR-FU-10000251
IN-2019-4160487,09/08/2019 00:00,1,Not Needed,OFF-BI-10004651
US-2019-5626497,04/08/2019 00:00,1,Wrong Color,FUR-TA-10001676
IT-2017-4004335,17/11/2017 00:00,1,Wrong Item,TEC-MA-10004955
US-2019-1199653,03/12/2019 00:00,1,Not Given,TEC-CO-10002586
TU-2017-4802944,16/07/2017 00:00,1,Not Given,TEC-APP-10004912
IT-2019-225027,01/06/2019 00:00,1,Wrong Item,TEC-PH-10003916
SA-2019-5050616,21/10/2019 00:00,1,Not Needed,OFF-ROG-10001399
US-2019-2325918,09/12/2019 00:00,1,Wrong Color,OFF-BI-10001120
ES-2019-4427159,31/07/2019 00:00,1,Not Needed,OFF-LA-10000648
TU-2018-4252278,24/12/2018 00:00,1,Wrong Item,FUR-TEN-10000296
IN-2019-4607893,23/04/2019 00:00,1,Wrong Item,FUR-FU-10001447
IN-2017-5005128,25/05/2017 00:00,1,Not Needed,OFF-PA-10004115
IN-2017-4076369,02/11/2017 00:00,1,Not Given,FUR-CH-10001664
CA-2019-5004471,19/09/2019 00:00,1,Wrong Item,FUR-FU-10000260
IN-2018-3068193,12/08/2018 00:00,1,Not Given,TEC-PH-10001884
ES-2017-4154539,28/09/2017 00:00,1,Wrong Item,OFF-BI-10001804
IN-2018-2750303,29/08/2018 00:00,1,Not Needed,TEC-CO-10002587
ES-2019-3279534,21/12/2019 00:00,1,Not Given,FUR-CH-10004047
US-2017-4258926,31/12/2017 00:00,1,Not Needed,FUR-FU-10002116
MX-2019-2864429,01/01/2020 00:00,1,Wrong Item,OFF-AP-10002531
IT-2019-5789765,24/01/2019 00:00,1,Wrong Item,OFF-PA-10002338
CA-2019-1764119,29/12/2019 00:00,1,Wrong Item,OFF-ST-10000060
IN-2018-4124491,25/07/2018 00:00,1,Not Given,FUR-BO-10000670
ID-2017-5595576,18/12/2017 00:00,2,Not Given,OFF-ST-10004583
US-2017-949310,16/11/2017 00:00,2,Not Given,OFF-LA-10000073
NI-2018-4152932,07/01/2018 00:00,2,Wrong Item,TEC-KON-10001507
ES-2019-3245251,20/09/2019 00:00,1,Not Given,TEC-PH-10000493
CA-2017-4172757,12/01/2018 00:00,1,Not Given,OFF-FA-10000053
US-2018-120152,21/12/2018 00:00,1,Not Given,TEC-AC-10001341
UP-2018-2122786,13/09/2018 00:00,1,Wrong Item,FUR-OFF-10003703
IN-2018-4233762,15/08/2018 00:00,1,Wrong Color,FUR-CH-10004491
US-2019-4019125,05/05/2019 00:00,1,Not Given,FUR-CH-10000414
IT-2018-3042383,02/05/2018 00:00,1,Wrong Item,FUR-FU-10002557
ID-2019-4054346,15/07/2019 00:00,2,Not Given,OFF-SU-10000283
ES-2018-667763,01/01/2019 00:00,1,Wrong Item,OFF-AR-10001418
ES-2017-2558754,18/11/2017 00:00,2,Wrong Color,TEC-PH-10004105
IN-2019-1543460,01/10/2019 00:00,1,Not Needed,OFF-PA-10000453
CA-2019-3257739,02/12/2019 00:00,1,Not Needed,OFF-PA-10001970
MX-2019-1905426,10/12/2019 00:00,1,Wrong Item,OFF-AP-10002531
IN-2019-5977138,17/06/2019 00:00,1,Wrong Item,OFF-EN-10000826
CA-2019-3268625,22/02/2019 00:00,1,Not Given,FUR-CH-10003973
IN-2018-2687617,11/04/2018 00:00,1,Wrong Item,OFF-PA-10000579
CA-2017-570751,02/12/2017 00:00,1,Wrong Item,OFF-AR-10001683
ID-2019-1105286,21/10/2019 00:00,1,Not Needed,FUR-FU-10002659
US-2018-5462434,16/10/2018 00:00,1,Wrong Color,OFF-FA-10000300
IN-2019-3948181,03/11/2019 00:00,1,Not Given,OFF-SU-10000723
ID-2019-1765854,15/09/2019 00:00,1,Wrong Item,OFF-LA-10004848
IN-2017-63895,21/02/2017 00:00,1,Wrong Item,FUR-CH-10004863
IR-2019-5914766,31/12/2019 00:00,1,Not Given,FUR-SAF-10002846
ES-2019-1728359,27/12/2019 00:00,1,Wrong Item,OFF-SU-10000776
ES-2019-4352419,26/07/2019 00:00,1,Wrong Color,OFF-ST-10000648
CA-2018-1187351,28/12/2018 00:00,1,Not Given,OFF-SU-10003505
MX-2018-3508265,09/11/2018 00:00,1,Not Given,TEC-PH-10003157
LH-2017-1497597,14/06/2017 00:00,1,Not Given,OFF-XER-10003300
IN-2019-791324,27/12/2019 00:00,1,Not Given,FUR-FU-10001343
ES-2019-2462912,07/12/2019 00:00,1,Not Given,OFF-SU-10004822
ES-2018-371962,11/03/2018 00:00,1,Wrong Item,OFF-PA-10001686
ES-2017-2074353,13/01/2018 00:00,1,Wrong Item,OFF-ST-10002539
US-2019-3923599,12/09/2019 00:00,1,Wrong Item,OFF-ST-10004296
CA-2019-4869367,26/09/2019 00:00,1,Wrong Item,FUR-FU-10004666
CA-2017-2523694,12/07/2017 00:00,1,Not Given,FUR-TA-10001520
IN-2019-3717698,28/12/2019 00:00,1,Not Given,OFF-LA-10004400
IN-2018-2343211,08/04/2018 00:00,1,Wrong Color,TEC-AC-10004249
MX-2019-4064027,28/05/2019 00:00,3,Wrong Item,OFF-SU-10000979
IN-2018-3510619,08/09/2018 00:00,1,Not Given,TEC-PH-10003556
ES-2016-3120794,14/11/2016 00:00,1,Wrong Item,FUR-BO-10000728
ID-2018-3923774,21/01/2018 00:00,1,Not Needed,OFF-PA-10002479
CA-2019-1462005,31/12/2019 00:00,1,Wrong Item,OFF-BI-10001636
CA-2018-5726926,26/04/2018 00:00,1,Wrong Item,OFF-AP-10001271
MX-2019-3995828,19/10/2019 00:00,1,Wrong Color,OFF-PA-10001685
ES-2016-701870,14/11/2016 00:00,1,Wrong Item,FUR-BO-10000728
IT-2017-1924868,19/12/2017 00:00,1,Wrong Item,FUR-BO-10001039
ES-2018-2818546,15/06/2018 00:00,1,Wrong Item,TEC-CO-10001342
ES-2018-2267843,21/01/2018 00:00,1,Wrong Color,OFF-FA-10004665
CA-2018-5498763,23/04/2018 00:00,1,Wrong Item,OFF-AP-10001271
ID-2020-3405884,26/01/2020 00:00,1,Wrong Item,OFF-EN-10002035
US-2017-2381678,06/09/2017 00:00,1,Not Given,OFF-BI-10001098
IN-2016-2305518,03/12/2016 00:00,1,Not Given,OFF-BI-10004436
CA-2018-3544372,26/09/2018 00:00,1,Not Given,OFF-AP-10000159
ES-2019-5392235,02/02/2019 00:00,1,Wrong Item,TEC-AC-10001030
MX-2017-4818831,23/12/2017 00:00,1,Not Given,OFF-EN-10003728
IN-2019-4284758,25/05/2019 00:00,1,Wrong Item,TEC-AC-10004848
US-2018-3379596,23/11/2018 00:00,1,Not Given,OFF-PA-10000705
TU-2018-1022944,27/12/2018 00:00,1,Wrong Item,FUR-TEN-10000296
SU-2018-3838344,09/01/2019 00:00,1,Not Given,TEC-SAM-10003493
US-2019-786383,23/12/2019 00:00,1,Not Given,FUR-FU-10001791
IR-2019-5547118,16/10/2019 00:00,1,Wrong Item,OFF-FEL-10001776
ES-2017-3360630,25/09/2017 00:00,1,Wrong Item,OFF-AR-10003651
US-2019-3790488,09/01/2020 00:00,1,Wrong Color,FUR-BO-10003546
IR-2018-4021035,26/09/2018 00:00,1,Not Needed,OFF-CAM-10000497
US-2018-3964885,15/10/2018 00:00,1,Wrong Color,FUR-CH-10000777
US-2018-5561703,11/05/2018 00:00,1,Wrong Item,OFF-ST-10002460
CA-2018-831990,24/08/2018 00:00,1,Wrong Item,TEC-PH-10003437
CA-2018-1758731,08/04/2018 00:00,1,Wrong Item,FUR-BO-10001798
MX-2019-992295,05/06/2019 00:00,1,Wrong Item,TEC-AC-10000336
IN-2018-3431753,13/07/2018 00:00,1,Wrong Color,OFF-AP-10003500
ES-2019-3244673,23/03/2019 00:00,1,Not Needed,OFF-ST-10001646
ES-2019-4657543,11/07/2019 00:00,1,Wrong Item,OFF-AP-10000228
US-2018-3919530,28/04/2018 00:00,1,Not Needed,OFF-ST-10000563
JO-2019-1222620,26/12/2019 00:00,1,Not Given,OFF-AME-10000244
NI-2018-5707790,08/12/2018 00:00,1,Not Given,TEC-SAM-10003520
MX-2019-1363876,09/09/2019 00:00,1,Not Given,OFF-LA-10001800
IN-2018-3867669,26/04/2018 00:00,1,Wrong Item,OFF-BI-10003879
MX-2019-406125,21/06/2019 00:00,1,Not Given,TEC-MA-10000232
RS-2018-3425236,17/01/2018 00:00,1,Not Needed,TEC-EPS-10001651
ID-2018-4513176,18/11/2018 00:00,1,Not Given,OFF-SU-10003629
RO-2019-4035190,03/12/2019 00:00,1,Not Given,OFF-BIC-10003800
TU-2019-1322019,13/06/2019 00:00,1,Not Needed,OFF-BOS-10001386
IN-2019-4960939,24/01/2019 00:00,1,Wrong Color,OFF-SU-10004814
CA-2019-3010582,13/09/2019 00:00,1,Wrong Item,TEC-AC-10004666
US-2017-649788,13/04/2017 00:00,1,Not Needed,OFF-PA-10000659
IN-2018-3596526,28/09/2018 00:00,1,Not Given,OFF-SU-10004077
ES-2019-3339714,03/12/2019 00:00,1,Wrong Color,FUR-BO-10001876
MX-2018-4376970,15/04/2018 00:00,1,Not Needed,OFF-EN-10004909
US-2019-2519574,03/11/2019 00:00,1,Wrong Item,OFF-LA-10003285
IN-2019-4601178,07/02/2019 00:00,1,Wrong Item,OFF-PA-10003938
TU-2018-1831460,11/12/2018 00:00,2,Wrong Item,OFF-XER-10003203
IZ-2017-1783809,25/07/2017 00:00,1,Not Given,TEC-STA-10000546
US-2018-5359987,02/12/2018 00:00,1,Wrong Item,OFF-SU-10004799
CA-2019-666715,03/10/2019 00:00,1,Not Given,TEC-AC-10001908
RS-2017-4487407,08/01/2018 00:00,1,Not Needed,TEC-EPS-10001651
IN-2019-4176444,21/11/2019 00:00,1,Wrong Item,TEC-MA-10004421
ES-2019-1767143,09/08/2019 00:00,1,Wrong Item,FUR-FU-10001366
IN-2019-1491037,13/08/2019 00:00,1,Not Given,TEC-CO-10002062
ID-2018-5570210,18/10/2018 00:00,1,Wrong Item,OFF-BI-10002881
MX-2019-4216954,22/05/2019 00:00,1,Wrong Item,OFF-LA-10001677
ID-2018-179597,31/01/2018 00:00,1,Not Given,OFF-PA-10001968
ES-2017-4538463,08/09/2017 00:00,1,Wrong Item,FUR-CH-10001553
MX-2019-4982909,24/07/2019 00:00,1,Not Given,FUR-BO-10000268
IN-2019-4342813,04/08/2019 00:00,1,Not Given,FUR-FU-10002665
ES-2019-835049,12/09/2019 00:00,1,Not Given,OFF-PA-10003416
IN-2019-1570156,07/11/2019 00:00,1,Wrong Item,TEC-AC-10000398
ES-2019-1979918,05/09/2019 00:00,1,Not Given,FUR-BO-10002529
IN-2019-3153640,02/10/2019 00:00,1,Wrong Item,OFF-PA-10004613
IN-2017-1599168,03/04/2017 00:00,1,Not Given,OFF-SU-10000835
ES-2017-898941,12/04/2017 00:00,1,Not Needed,OFF-SU-10004980
MX-2018-5234369,04/09/2018 00:00,1,Wrong Item,TEC-AC-10001246
MX-2019-5306544,09/12/2019 00:00,1,Not Given,OFF-PA-10003664
RS-2018-3455880,11/11/2018 00:00,1,Wrong Item,OFF-SME-10004702
US-2019-722261,14/11/2019 00:00,1,Not Given,TEC-PH-10003555
IT-2019-4626583,07/10/2019 00:00,1,Wrong Item,FUR-CH-10003249
US-2019-3427510,28/11/2019 00:00,1,Wrong Item,FUR-BO-10001585
CA-2019-5230082,19/09/2019 00:00,1,Wrong Item,OFF-LA-10001175
IN-2019-4373519,19/11/2019 00:00,1,Wrong Item,FUR-TA-10003078
IN-2017-5711362,17/08/2017 00:00,1,Not Given,OFF-AP-10003500
ES-2018-4382522,28/02/2018 00:00,2,Not Given,OFF-AR-10000110
MX-2019-2961964,21/02/2019 00:00,1,Wrong Item,OFF-PA-10003380
ES-2019-4518551,12/07/2019 00:00,1,Wrong Item,OFF-SU-10004244
MX-2019-2440702,23/10/2019 00:00,1,Not Given,OFF-FA-10001727
ID-2019-876430,30/07/2019 00:00,1,Wrong Color,OFF-AR-10000027
IN-2017-2224607,26/09/2017 00:00,1,Not Given,OFF-ST-10003206
CA-2019-2026887,28/07/2019 00:00,1,Not Given,OFF-PA-10000357
CA-2018-1850628,12/07/2018 00:00,1,Not Given,OFF-CAR-10001471
IN-2018-2249265,16/04/2018 00:00,1,Wrong Item,OFF-PA-10000579
CA-2018-2675495,15/11/2018 00:00,1,Wrong Color,FUR-FU-10001196
US-2018-270837,18/10/2018 00:00,1,Not Given,OFF-AR-10004772
MX-2018-5396312,16/02/2018 00:00,1,Wrong Item,FUR-TA-10000317
IN-2018-5706535,10/07/2018 00:00,1,Wrong Item,OFF-AR-10003890
ES-2018-1954794,22/04/2018 00:00,1,Wrong Color,OFF-BI-10003068
CA-2019-4216708,01/12/2019 00:00,1,Wrong Item,FUR-FU-10003553
IR-2018-5309556,31/07/2018 00:00,1,Wrong Color,FUR-NOV-10002107
IN-2017-2181993,20/06/2017 00:00,1,Not Given,OFF-SU-10004306
ES-2018-5674786,28/02/2018 00:00,1,Wrong Item,OFF-PA-10001686
US-2019-139651,20/06/2019 00:00,1,Wrong Color,FUR-TA-10000577
IN-2019-5630844,26/10/2019 00:00,1,Wrong Item,TEC-CO-10000679
IN-2019-5295437,21/11/2019 00:00,1,Not Given,TEC-CO-10004997
CA-2018-152247,21/11/2018 00:00,1,Not Needed,FUR-CH-10001215
ES-2018-3484456,01/05/2018 00:00,1,Wrong Item,FUR-BO-10004824
